id_meci,id_rezervare,id_jucator_1,id_jucator_2,scor_1,scor_2,id_castigator,tip,stare
1973,5164,1495,234,0,3,234,privat,finalizat
1974,5168,1365,,,,,deschis,expirat
1975,5169,896,1218,4,2,896,privat,finalizat
1976,5172,1039,28,4,1,1039,privat,finalizat
1977,5174,647,1676,,,,deschis,fara_rezultat
1978,5175,1028,1321,,,,privat,fara_rezultat
1979,5177,154,558,3,0,154,privat,finalizat
1980,5178,787,529,3,2,787,deschis,finalizat
1981,5179,1228,2325,2,5,2325,deschis,finalizat
1982,5180,896,676,0,5,676,privat,finalizat
1983,5181,171,483,3,4,483,deschis,finalizat
1984,5182,2240,335,4,2,2240,deschis,finalizat
1985,5183,988,867,4,1,988,privat,finalizat
1986,5185,1825,1614,5,3,1825,privat,finalizat
1987,5186,1329,283,,,,deschis,fara_rezultat
1988,5187,159,1220,5,1,159,deschis,finalizat
1989,5188,374,2348,3,1,374,privat,finalizat
1990,5189,1663,,,,,deschis,expirat
1991,5190,1808,1098,4,2,1808,privat,finalizat
1992,5191,1522,971,5,3,1522,deschis,finalizat
1993,5193,327,1845,,,,privat,fara_rezultat
1994,5194,160,,,,,deschis,expirat
1995,5196,717,792,,,,deschis,fara_rezultat
1996,5198,1856,1249,4,1,1856,privat,finalizat
1997,5199,1544,598,0,5,598,privat,finalizat
1998,5200,538,1261,0,5,1261,privat,finalizat
1999,5202,2003,1721,3,1,2003,privat,finalizat
2000,5203,2261,1603,1,5,1603,privat,finalizat
2001,5204,1172,183,4,5,183,deschis,finalizat
2002,5206,2213,240,4,1,2213,deschis,finalizat
2003,5207,678,,,,,deschis,expirat
2004,5208,1702,840,,,,privat,fara_rezultat
2005,5209,563,1363,0,3,1363,privat,finalizat
2006,5212,1836,1762,,,,privat,fara_rezultat
2007,5213,2120,676,3,5,676,deschis,finalizat
2008,5214,183,737,4,1,183,privat,finalizat
2009,5219,873,1602,2,4,1602,privat,finalizat
2010,5230,530,,,,,deschis,expirat
2011,5236,1113,1998,1,4,1998,privat,finalizat
2012,5237,255,737,,,,deschis,fara_rezultat
2013,5238,2261,621,4,5,621,privat,finalizat
2014,5239,2087,971,2,3,971,privat,finalizat
2015,5241,1169,970,0,5,970,privat,finalizat
2016,5243,1433,334,5,2,1433,privat,finalizat
2017,5245,722,1986,0,3,1986,privat,finalizat
2018,5248,1502,947,,,,privat,fara_rezultat
2019,5250,1287,2433,3,0,1287,privat,finalizat
2020,5251,255,2268,5,4,255,privat,finalizat
2021,5253,240,199,5,1,240,privat,finalizat
2022,5257,2390,595,5,4,2390,privat,finalizat
2023,5258,1568,1536,,,,deschis,fara_rezultat
2024,5260,1329,,,,,deschis,expirat
2025,5262,571,,,,,deschis,expirat
2026,5263,1365,2471,3,1,1365,deschis,finalizat
2027,5264,1756,664,2,4,664,deschis,finalizat
2028,5267,1836,2092,3,2,1836,deschis,finalizat
2029,5269,901,,,,,deschis,expirat
2030,5276,297,2005,0,3,2005,privat,finalizat
2031,5277,1839,1345,3,4,1345,privat,finalizat
2032,5280,2452,82,5,0,2452,privat,finalizat
2033,5281,149,442,,,,privat,fara_rezultat
2034,5282,44,666,1,5,666,privat,finalizat
2035,5285,1788,1282,5,2,1788,privat,finalizat
2036,5286,1296,823,0,4,823,privat,finalizat
2037,5287,455,,,,,deschis,expirat
2038,5288,1249,979,,,,privat,fara_rezultat
2039,5290,455,,,,,deschis,expirat
2040,5292,1228,2348,0,5,2348,privat,finalizat
2041,5296,2310,1039,5,4,2310,deschis,finalizat
2042,5298,1917,,,,,deschis,expirat
2043,5299,1756,,,,,deschis,expirat
2044,5300,2471,1593,3,4,1593,privat,finalizat
2045,5301,1028,612,,,,privat,fara_rezultat
2046,5310,1801,128,,,,privat,fara_rezultat
2047,5315,1401,896,3,4,896,privat,finalizat
2048,5316,2063,1845,1,3,1845,privat,finalizat
2049,5317,1820,2164,3,5,2164,privat,finalizat
2050,5322,109,787,5,4,109,privat,finalizat
2051,5327,1949,738,3,5,738,privat,finalizat
2052,5330,722,1028,1,4,1028,privat,finalizat
2053,5331,119,993,4,1,119,deschis,finalizat
2054,5334,676,234,3,1,676,deschis,finalizat
2055,5335,2430,1113,,,,deschis,fara_rezultat
2056,5336,1287,2233,3,5,2233,privat,finalizat
2057,5338,615,2494,,,,privat,fara_rezultat
2058,5345,1144,,,,,deschis,expirat
2059,5347,1572,836,,,,privat,fara_rezultat
2060,5348,2379,1502,,,,deschis,fara_rezultat
2061,5349,2379,1810,3,1,2379,privat,finalizat
2062,5356,873,1708,2,5,1708,deschis,finalizat
2063,5357,2110,2067,0,4,2067,privat,finalizat
2064,5360,2390,1672,,,,deschis,fara_rezultat
2065,5361,439,1608,,,,privat,fara_rezultat
2066,5363,283,222,2,4,222,privat,finalizat
2067,5370,2056,1036,3,2,2056,deschis,finalizat
2068,5374,1495,,,,,deschis,expirat
2069,5375,1287,1495,1,4,1495,privat,finalizat
2070,5378,390,2393,2,3,2393,privat,finalizat
2071,5382,1389,1938,3,0,1389,privat,finalizat
2072,5386,70,792,2,3,792,privat,finalizat
2073,5392,2442,1738,2,3,1738,privat,finalizat
2074,5397,1808,450,0,3,450,privat,finalizat
2075,5398,612,538,1,5,538,privat,finalizat
2076,5401,1810,40,2,4,40,deschis,finalizat
2077,5404,651,2309,4,2,651,privat,finalizat
2078,5407,2183,1364,5,2,2183,deschis,finalizat
2079,5408,2067,1633,2,5,1633,privat,finalizat
2080,5412,1599,2434,4,5,2434,privat,finalizat
2081,5415,563,190,2,3,190,privat,finalizat
2082,5417,722,1593,,,,privat,fara_rezultat
2083,5420,1144,2095,,,,privat,fara_rezultat
2084,5421,1593,643,5,4,1593,deschis,finalizat
2085,5422,1233,1113,1,3,1113,privat,finalizat
2086,5426,896,1572,1,3,1572,privat,finalizat
2087,5432,2344,,,,,deschis,expirat
2088,5433,1825,1634,4,5,1634,privat,finalizat
2089,5435,1833,2454,5,3,1833,privat,finalizat
2090,5438,1808,1762,3,1,1808,deschis,finalizat
2091,5445,1737,1113,4,1,1737,privat,finalizat
2092,5447,1710,2035,0,4,2035,privat,finalizat
2093,5453,1602,2481,2,3,2481,privat,finalizat
2094,5455,2067,,,,,deschis,expirat
2095,5456,1761,2475,1,4,2475,privat,finalizat
2096,5457,792,2181,,,,privat,fara_rezultat
2097,5458,439,1445,4,2,439,privat,finalizat
2098,5459,192,2306,5,2,192,deschis,finalizat
2099,5460,867,2020,,,,privat,fara_rezultat
2100,5461,876,857,3,5,857,privat,finalizat
2101,5462,109,1144,0,3,1144,privat,finalizat
2102,5468,2209,698,1,4,698,privat,finalizat
2103,5469,1983,,,,,deschis,expirat
2104,5470,2211,2163,3,1,2211,privat,finalizat
2105,5471,2121,367,3,5,367,privat,finalizat
2106,5473,664,910,4,0,664,privat,finalizat
2107,5474,2433,1710,4,5,1710,deschis,finalizat
2108,5476,1906,1396,2,5,1396,privat,finalizat
2109,5477,434,1663,5,3,434,privat,finalizat
2110,5481,2164,1884,3,5,1884,privat,finalizat
2111,5482,2056,722,0,4,722,privat,finalizat
2112,5485,869,215,5,4,869,privat,finalizat
2113,5486,1611,1480,,,,privat,fara_rezultat
2114,5487,1645,1818,5,1,1645,privat,finalizat
2115,5488,2142,1592,4,2,2142,privat,finalizat
2116,5489,1592,2348,3,1,1592,privat,finalizat
2117,5491,664,1198,4,0,664,deschis,finalizat
2118,5493,1810,1502,4,2,1810,deschis,finalizat
2119,5498,1789,1773,4,1,1789,privat,finalizat
2120,5499,1965,,,,,deschis,expirat
2121,5505,2261,,,,,deschis,expirat
2122,5506,1572,2357,3,4,2357,deschis,finalizat
2123,5510,979,190,3,1,979,privat,finalizat
2124,5513,374,722,3,1,374,privat,finalizat
2125,5514,971,183,1,4,183,privat,finalizat
2126,5517,174,2087,5,2,174,privat,finalizat
2127,5519,1810,2379,,,,deschis,fara_rezultat
2128,5521,223,1938,3,4,1938,privat,finalizat
2129,5528,529,1792,2,4,1792,privat,finalizat
2130,5530,2087,651,,,,privat,fara_rezultat
2131,5531,2035,1233,,,,privat,fara_rezultat
2132,5533,2169,901,1,4,901,privat,finalizat
2133,5534,651,215,4,1,651,privat,finalizat
2134,5538,2183,1053,3,2,2183,deschis,finalizat
2135,5539,1574,2189,3,2,1574,privat,finalizat
2136,5542,1836,952,,,,privat,fara_rezultat
2137,5543,1365,1447,5,1,1365,privat,finalizat
2138,5544,1890,536,5,4,1890,privat,finalizat
2139,5545,1592,63,,,,privat,fara_rezultat
2140,5547,1593,1321,5,3,1593,privat,finalizat
2141,5548,651,2169,3,4,2169,privat,finalizat
2142,5549,174,,,,,deschis,expirat
2143,5550,2120,215,5,3,2120,privat,finalizat
2144,5551,2120,2003,5,0,2120,privat,finalizat
2145,5555,2213,1837,3,2,2213,privat,finalizat
2146,5559,1700,,,,,deschis,expirat
2147,5560,362,654,5,2,362,privat,finalizat
2148,5561,2149,1332,,,,privat,fara_rezultat
2149,5562,670,2027,3,4,2027,privat,finalizat
2150,5564,1144,109,5,3,1144,privat,finalizat
2151,5566,374,1154,0,3,1154,privat,finalizat
2152,5568,1789,,,,,deschis,expirat
2153,5569,664,1163,0,3,1163,privat,finalizat
2154,5571,1172,869,0,3,869,privat,finalizat
2155,5572,2369,278,4,5,278,privat,finalizat
2156,5573,1218,,,,,deschis,expirat
2157,5577,1169,2297,1,4,2297,deschis,finalizat
2158,5582,2227,664,4,0,2227,deschis,finalizat
2159,5583,1808,1644,4,3,1808,privat,finalizat
2160,5587,1953,2092,0,3,2092,privat,finalizat
2161,5588,2035,,,,,deschis,expirat
2162,5590,901,,,,,deschis,expirat
2163,5593,40,,,,,deschis,expirat
2164,5596,970,2109,,,,privat,fara_rezultat
2165,5599,1602,,,,,deschis,expirat
2166,5602,6,1901,5,2,6,privat,finalizat
2167,5605,988,,,,,deschis,expirat
2168,5606,2392,,,,,deschis,expirat
2169,5607,410,363,4,2,410,privat,finalizat
2170,5608,76,1530,4,2,76,deschis,finalizat
2171,5611,1663,1198,3,1,1663,privat,finalizat
2172,5612,2227,,,,,deschis,expirat
2173,5613,1228,1036,4,2,1228,privat,finalizat
2174,5620,896,1864,3,1,896,privat,finalizat
2175,5622,615,970,4,5,970,privat,finalizat
2176,5623,1303,715,5,4,1303,privat,finalizat
2177,5626,1621,2176,4,1,1621,privat,finalizat
2178,5631,1691,1099,,,,privat,fara_rezultat
2179,5633,210,601,1,5,601,privat,finalizat
2180,5634,1282,2027,3,1,1282,privat,finalizat
2181,5636,530,1724,4,1,530,deschis,finalizat
2182,5638,1256,395,2,4,395,privat,finalizat
2183,5639,2227,816,1,4,816,deschis,finalizat
2184,5640,1163,1261,3,0,1163,deschis,finalizat
2185,5643,1592,1663,3,4,1663,privat,finalizat
2186,5646,952,1098,,,,privat,fara_rezultat
2187,5649,916,1113,0,3,1113,deschis,finalizat
2188,5652,2261,621,3,2,2261,privat,finalizat
2189,5660,873,2176,,,,privat,fara_rezultat
2190,5661,2453,2067,3,5,2067,privat,finalizat
2191,5663,1184,1099,2,3,1099,deschis,finalizat
2192,5664,666,1702,4,0,666,privat,finalizat
2193,5665,698,98,3,4,98,privat,finalizat
2194,5669,214,455,2,3,455,deschis,finalizat
2195,5673,1762,1341,,,,privat,fara_rezultat
2196,5675,2325,1953,3,4,1953,privat,finalizat
2197,5676,538,1592,4,2,538,deschis,finalizat
2198,5677,1789,261,4,0,1789,privat,finalizat
2199,5678,1953,,,,,deschis,expirat
2200,5679,1098,261,3,4,261,privat,finalizat
2201,5683,234,2120,,,,deschis,fara_rezultat
2202,5686,2005,2393,3,1,2005,deschis,finalizat
2203,5690,1807,1480,5,4,1807,privat,finalizat
2204,5691,504,1599,2,5,1599,privat,finalizat
2205,5692,334,1938,3,2,334,privat,finalizat
2206,5693,2481,28,,,,privat,fara_rezultat
2207,5694,1480,154,5,1,1480,privat,finalizat
2208,5698,2399,840,2,3,840,privat,finalizat
2209,5699,2149,509,4,3,2149,privat,finalizat
2210,5701,283,2121,3,0,283,privat,finalizat
2211,5702,2027,2121,4,3,2027,privat,finalizat
2212,5703,1993,2196,4,2,1993,privat,finalizat
2213,5705,197,1856,5,2,197,privat,finalizat
2214,5707,1592,450,5,3,1592,privat,finalizat
2215,5710,91,446,1,4,446,privat,finalizat
2216,5711,1365,2180,2,5,2180,privat,finalizat
2217,5713,2095,1756,2,5,1756,privat,finalizat
2218,5718,2120,2268,5,3,2120,privat,finalizat
2219,5719,2063,541,0,3,541,deschis,finalizat
2220,5721,154,1480,4,2,154,deschis,finalizat
2221,5726,2049,584,5,0,2049,privat,finalizat
2222,5728,2246,1748,1,3,1748,privat,finalizat
2223,5733,2056,1062,2,5,1062,privat,finalizat
2224,5739,670,172,1,3,172,deschis,finalizat
2225,5740,285,1792,3,2,285,privat,finalizat
2226,5741,2129,200,,,,privat,fara_rezultat
2227,5742,1700,249,4,2,1700,privat,finalizat
2228,5747,2224,1864,,,,deschis,fara_rezultat
2229,5750,2183,249,,,,privat,fara_rezultat
2230,5752,1788,1317,3,1,1788,privat,finalizat
2231,5754,1494,1575,0,4,1575,privat,finalizat
2232,5756,249,1708,3,0,249,privat,finalizat
2233,5757,1936,1609,,,,privat,fara_rezultat
2234,5760,2284,1385,4,3,2284,privat,finalizat
2235,5761,261,1062,0,3,1062,privat,finalizat
2236,5764,1179,2087,,,,privat,fara_rezultat
2237,5765,255,1894,2,5,1894,privat,finalizat
2238,5766,689,2063,,,,deschis,fara_rezultat
2239,5768,434,1592,3,0,434,deschis,finalizat
2240,5769,2056,1168,,,,privat,fara_rezultat
2241,5774,234,2087,3,4,2087,deschis,finalizat
2242,5777,1401,2430,3,1,1401,privat,finalizat
2243,5782,1683,1672,5,3,1683,privat,finalizat
2244,5785,73,410,5,1,73,privat,finalizat
2245,5786,67,2295,3,2,67,privat,finalizat
2246,5788,395,197,4,5,197,privat,finalizat
2247,5790,91,446,0,4,446,privat,finalizat
2248,5792,1502,1367,5,4,1502,privat,finalizat
2249,5800,2306,2149,0,3,2149,privat,finalizat
2250,5803,2316,1341,4,3,2316,privat,finalizat
2251,5806,722,1411,4,1,722,privat,finalizat
2252,5807,2325,1953,1,5,1953,privat,finalizat
2253,5809,327,413,5,3,327,deschis,finalizat
2254,5810,1807,2176,,,,deschis,fara_rezultat
2255,5811,2193,,,,,deschis,expirat
2256,5813,1352,470,,,,privat,fara_rezultat
2257,5815,1756,2141,4,2,1756,deschis,finalizat
2258,5816,261,1836,4,1,261,privat,finalizat
2259,5818,109,2227,3,4,2227,privat,finalizat
2260,5819,1228,2325,1,3,2325,privat,finalizat
2261,5822,1126,234,3,1,1126,privat,finalizat
2262,5827,2326,461,0,3,461,privat,finalizat
2263,5828,6,70,3,2,6,privat,finalizat
2264,5829,382,1634,4,5,1634,privat,finalizat
2265,5831,114,,,,,deschis,expirat
2266,5836,2430,2261,0,5,2261,deschis,finalizat
2267,5839,2031,738,1,4,738,deschis,finalizat
2268,5845,2027,2196,3,2,2027,privat,finalizat
2269,5849,1163,109,1,4,109,privat,finalizat
2270,5850,1836,1292,3,1,1836,deschis,finalizat
2271,5853,2348,536,2,3,536,privat,finalizat
2272,5856,1154,,,,,deschis,expirat
2273,5857,450,,,,,deschis,expirat
2274,5859,651,1522,3,0,651,privat,finalizat
2275,5863,1126,278,5,0,1126,privat,finalizat
2276,5865,255,,,,,deschis,expirat
2277,5866,1721,1998,,,,privat,fara_rezultat
2278,5867,916,1218,1,3,1218,deschis,finalizat
2279,5872,1480,82,,,,privat,fara_rezultat
2280,5875,1807,558,2,5,558,deschis,finalizat
2281,5876,516,1818,2,3,1818,privat,finalizat
2282,5877,2189,,,,,deschis,expirat
2283,5879,2196,1282,,,,privat,fara_rezultat
2284,5881,852,283,3,0,852,privat,finalizat
2285,5885,455,571,5,2,455,privat,finalizat
2286,5887,1593,2095,1,3,2095,privat,finalizat
2287,5892,2227,,,,,deschis,expirat
2288,5896,2261,1710,1,3,1710,privat,finalizat
2289,5898,1367,1126,3,4,1126,privat,finalizat
2290,5899,737,2369,2,5,2369,deschis,finalizat
2291,5902,2344,,,,,deschis,expirat
2292,5904,2337,1094,2,3,1094,privat,finalizat
2293,5906,1621,2455,5,2,1621,privat,finalizat
2294,5909,2310,1708,,,,privat,fara_rezultat
2295,5911,2149,1614,2,4,1614,privat,finalizat
2296,5912,2399,509,4,1,2399,privat,finalizat
2297,5922,1471,1965,4,0,1471,deschis,finalizat
2298,5924,1687,1471,3,0,1687,privat,finalizat
2299,5929,1572,,,,,deschis,expirat
2300,5938,1169,1839,3,2,1169,privat,finalizat
2301,5942,2110,558,3,2,2110,deschis,finalizat
2302,5944,701,1099,,,,deschis,fara_rezultat
2303,5949,563,2359,0,3,2359,privat,finalizat
2304,5950,450,722,,,,deschis,fara_rezultat
2305,5951,1808,1644,3,2,1808,deschis,finalizat
2306,5954,261,446,3,2,261,privat,finalizat
2307,5956,869,215,,,,deschis,fara_rezultat
2308,5959,40,1522,5,0,40,privat,finalizat
2309,5961,836,255,2,4,255,privat,finalizat
2310,5967,2473,171,0,3,171,privat,finalizat
2311,5968,2005,,,,,deschis,expirat
2312,5970,297,620,4,1,297,privat,finalizat
2313,5973,1758,2208,,,,deschis,fara_rezultat
2314,5974,1758,,,,,deschis,expirat
2315,5975,92,128,2,4,128,privat,finalizat
2316,5978,1579,736,0,3,736,deschis,finalizat
2317,5979,1206,897,5,4,1206,privat,finalizat
2318,5981,1252,2196,2,4,2196,deschis,finalizat
2319,5982,670,1206,,,,privat,fara_rezultat
2320,5985,571,1294,3,4,1294,privat,finalizat
2321,5987,197,1875,2,4,1875,deschis,finalizat
2322,5988,1592,2142,1,4,2142,privat,finalizat
2323,5991,1663,2471,,,,privat,fara_rezultat
2324,5995,737,125,,,,privat,fara_rezultat
2325,5997,1495,278,4,0,1495,privat,finalizat
2326,5998,869,215,3,1,869,privat,finalizat
2327,6003,1936,558,3,2,1936,deschis,finalizat
2328,6007,1574,2189,4,5,2189,privat,finalizat
2329,6008,2474,1703,,,,privat,fara_rezultat
2330,6009,1148,1917,3,4,1917,privat,finalizat
2331,6022,1836,1644,,,,privat,fara_rezultat
2332,6023,1953,,,,,deschis,expirat
2333,6025,2227,1965,,,,privat,fara_rezultat
2334,6028,1788,1428,0,4,1428,deschis,finalizat
2335,6031,40,2379,2,5,2379,privat,finalizat
2336,6032,685,836,4,5,836,deschis,finalizat
2337,6033,2498,1499,4,1,2498,privat,finalizat
2338,6035,1389,558,4,0,1389,deschis,finalizat
2339,6040,2096,240,,,,deschis,fara_rezultat
2340,6042,450,1593,4,3,450,privat,finalizat
2341,6044,787,1986,3,1,787,deschis,finalizat
2342,6049,40,869,3,1,40,privat,finalizat
2343,6050,1218,992,1,5,992,deschis,finalizat
2344,6057,1700,28,2,3,28,privat,finalizat
2345,6060,192,1570,,,,privat,fara_rezultat
2346,6061,1983,20,1,5,20,privat,finalizat
2347,6063,670,1601,2,3,1601,privat,finalizat
2348,6064,952,,,,,deschis,expirat
2349,6065,643,536,1,3,536,deschis,finalizat
2350,6066,374,1447,0,5,1447,privat,finalizat
2351,6070,1502,947,3,0,1502,deschis,finalizat
2352,6074,125,1262,3,0,125,privat,finalizat
2353,6080,1773,1447,,,,privat,fara_rezultat
2354,6087,1126,234,3,1,1126,privat,finalizat
2355,6089,1402,1094,3,2,1402,privat,finalizat
2356,6090,1634,,,,,deschis,expirat
2357,6091,1858,985,,,,privat,fara_rezultat
2358,6093,1836,2436,4,5,2436,deschis,finalizat
2359,6094,1663,2142,4,1,1663,privat,finalizat
2360,6096,174,881,3,2,174,privat,finalizat
2361,6098,676,2120,3,2,676,privat,finalizat
2362,6099,2433,2430,4,5,2430,deschis,finalizat
2363,6100,676,,,,,deschis,expirat
2364,6104,2129,200,,,,privat,fara_rezultat
2365,6110,1792,1198,1,3,1198,privat,finalizat
2366,6112,612,119,3,4,119,privat,finalizat
2367,6113,1154,450,3,5,450,privat,finalizat
2368,6115,1572,2224,1,3,2224,privat,finalizat
2369,6116,174,2309,1,4,2309,privat,finalizat
2370,6117,2169,2357,3,1,2169,privat,finalizat
2371,6120,1721,1998,,,,privat,fara_rezultat
2372,6122,1303,2498,2,5,2498,deschis,finalizat
2373,6125,2005,483,4,0,2005,deschis,finalizat
2374,6127,1611,1758,2,3,1758,privat,finalizat
2375,6128,1389,200,5,1,1389,deschis,finalizat
2376,6129,1433,,,,,deschis,expirat
2377,6134,247,1993,4,1,247,privat,finalizat
2378,6135,283,1601,,,,privat,fara_rezultat
2379,6136,2048,1771,3,4,1771,privat,finalizat
2380,6144,2455,820,3,0,2455,privat,finalizat
2381,6145,678,2211,0,4,2211,privat,finalizat
2382,6146,2407,701,3,5,701,deschis,finalizat
2383,6149,1282,114,5,3,1282,deschis,finalizat
2384,6151,455,5,0,4,5,privat,finalizat
2385,6153,2095,910,3,5,910,privat,finalizat
2386,6155,1756,1341,4,2,1756,privat,finalizat
2387,6157,1154,2325,3,0,1154,privat,finalizat
2388,6158,2227,2024,3,1,2227,privat,finalizat
2389,6159,2095,,,,,deschis,expirat
2390,6160,2227,,,,,deschis,expirat
2391,6161,2141,787,3,1,2141,privat,finalizat
2392,6162,2433,916,0,4,916,privat,finalizat
2393,6164,1367,1810,0,4,1810,deschis,finalizat
2394,6165,255,2309,0,4,2309,privat,finalizat
2395,6176,1936,2176,1,3,2176,privat,finalizat
2396,6177,30,1378,0,3,1378,privat,finalizat
2397,6180,2048,455,,,,deschis,fara_rezultat
2398,6182,1163,1220,4,2,1163,deschis,finalizat
2399,6184,664,1870,0,3,1870,deschis,finalizat
2400,6187,2261,,,,,deschis,expirat
2401,6196,2176,1758,,,,privat,fara_rezultat
2402,6199,2056,2348,3,5,2348,deschis,finalizat
2403,6200,1261,1836,3,0,1261,privat,finalizat
2404,6201,1773,787,,,,privat,fara_rezultat
2405,6202,787,63,4,0,787,privat,finalizat
2406,6205,538,91,,,,privat,fara_rezultat
2407,6206,119,1762,4,0,119,deschis,finalizat
2408,6207,1411,,,,,deschis,expirat
2409,6210,2087,2261,4,2,2087,privat,finalizat
2410,6211,123,621,3,1,123,privat,finalizat
2411,6212,737,1401,,,,privat,fara_rezultat
2412,6213,327,689,4,1,327,privat,finalizat
2413,6219,387,1300,,,,privat,fara_rezultat
2414,6221,1030,1317,5,4,1030,privat,finalizat
2415,6222,67,,,,,deschis,expirat
2416,6225,2095,1062,3,2,2095,privat,finalizat
2417,6226,1341,993,3,2,1341,privat,finalizat
2418,6230,2325,1836,2,3,1836,privat,finalizat
2419,6233,311,2430,1,4,2430,privat,finalizat
2420,6234,123,2261,2,4,2261,privat,finalizat
2421,6237,1179,2087,4,2,1179,deschis,finalizat
2422,6239,2003,1522,,,,privat,fara_rezultat
2423,6240,970,1837,,,,privat,fara_rezultat
2424,6241,1839,2262,4,0,1839,privat,finalizat
2425,6242,1053,561,3,5,561,privat,finalizat
2426,6243,160,2310,,,,privat,fara_rezultat
2427,6244,2110,855,1,3,855,privat,finalizat
2428,6251,2454,395,4,0,2454,privat,finalizat
2429,6255,2025,1533,5,2,2025,privat,finalizat
2430,6259,343,2439,3,5,2439,deschis,finalizat
2431,6261,285,816,1,4,816,deschis,finalizat
2432,6263,1028,1198,3,4,1198,privat,finalizat
2433,6265,1365,285,5,1,1365,privat,finalizat
2434,6276,1462,676,1,4,676,privat,finalizat
2435,6280,2310,2481,4,3,2310,privat,finalizat
2436,6281,382,840,2,3,840,privat,finalizat
2437,6282,1367,183,3,0,1367,privat,finalizat
2438,6283,1126,1631,5,3,1126,privat,finalizat
2439,6285,1708,2310,3,2,1708,deschis,finalizat
2440,6286,2392,2256,2,3,2256,deschis,finalizat
2441,6297,1000,1748,4,1,1000,deschis,finalizat
2442,6300,1028,2471,2,4,2471,deschis,finalizat
2443,6302,374,1593,2,3,1593,privat,finalizat
2444,6309,1599,2208,2,5,2208,privat,finalizat
2445,6311,1804,1342,2,3,1342,privat,finalizat
2446,6312,2355,1030,,,,privat,fara_rezultat
2447,6313,1856,2442,,,,privat,fara_rezultat
2448,6315,1756,1792,3,1,1756,privat,finalizat
2449,6321,1737,869,,,,privat,fara_rezultat
2450,6323,676,1631,3,2,676,deschis,finalizat
2451,6326,1949,2494,,,,privat,fara_rezultat
2452,6332,2454,269,4,1,2454,privat,finalizat
2453,6333,2056,2348,1,3,2348,deschis,finalizat
2454,6336,2142,1773,0,3,1773,privat,finalizat
2455,6342,2003,1172,1,5,1172,deschis,finalizat
2456,6343,992,685,4,3,992,privat,finalizat
2457,6344,1462,234,3,1,1462,privat,finalizat
2458,6345,1299,,,,,deschis,expirat
2459,6348,639,223,3,1,639,privat,finalizat
2460,6353,1614,1701,4,5,1701,privat,finalizat
2461,6354,410,1685,3,1,410,privat,finalizat
2462,6356,1359,1295,0,5,1295,privat,finalizat
2463,6360,1986,1098,4,0,1986,deschis,finalizat
2464,6363,1388,2357,4,2,1388,privat,finalizat
2465,6365,621,896,1,3,896,privat,finalizat
2466,6368,223,2483,4,0,223,privat,finalizat
2467,6371,2223,1825,,,,privat,fara_rezultat
2468,6372,400,2223,,,,deschis,fara_rezultat
2469,6373,1870,1756,3,1,1870,privat,finalizat
2470,6374,446,1792,3,4,1792,privat,finalizat
2471,6378,722,643,0,3,643,privat,finalizat
2472,6379,901,,,,,deschis,expirat
2473,6380,1915,1551,0,3,1551,privat,finalizat
2474,6383,639,223,4,3,639,privat,finalizat
2475,6385,1611,2176,5,4,1611,privat,finalizat
2476,6387,1428,,,,,deschis,expirat
2477,6390,1687,2225,3,4,2225,deschis,finalizat
2478,6391,2225,2180,5,0,2225,privat,finalizat
2479,6395,1113,,,,,deschis,expirat
2480,6397,1303,926,4,5,926,privat,finalizat
2481,6398,1499,999,2,4,999,privat,finalizat
2482,6401,1184,1691,,,,privat,fara_rezultat
2483,6403,149,542,1,3,542,privat,finalizat
2484,6404,852,1252,0,3,1252,privat,finalizat
2485,6405,1387,1352,1,4,1352,privat,finalizat
2486,6406,2025,1865,1,3,1865,privat,finalizat
2487,6408,1544,85,3,2,1544,deschis,finalizat
2488,6415,529,612,3,1,529,privat,finalizat
2489,6418,873,2310,3,2,873,privat,finalizat
2490,6421,516,1683,5,4,516,privat,finalizat
2491,6422,1536,14,5,1,1536,deschis,finalizat
2492,6423,2196,2295,3,0,2196,deschis,finalizat
2493,6424,1387,1352,3,4,1352,privat,finalizat
2494,6428,1804,1378,0,3,1378,privat,finalizat
2495,6429,1428,1788,4,2,1428,privat,finalizat
2496,6431,1228,1592,0,5,1592,privat,finalizat
2497,6432,2151,297,,,,privat,fara_rezultat
2498,6435,119,2436,3,5,2436,privat,finalizat
2499,6436,1773,,,,,deschis,expirat
2500,6442,2325,1341,1,4,1341,privat,finalizat
2501,6443,63,450,5,1,63,deschis,finalizat
2502,6444,775,91,1,3,91,privat,finalizat
2503,6445,2189,362,4,0,2189,privat,finalizat
2504,6446,109,2180,3,0,109,privat,finalizat
2505,6450,1807,1609,3,4,1609,privat,finalizat
2506,6451,1144,2227,5,2,1144,privat,finalizat
2507,6458,1773,,,,,deschis,expirat
2508,6468,455,437,1,3,437,privat,finalizat
2509,6469,1808,1365,0,3,1365,privat,finalizat
2510,6470,2325,1145,1,5,1145,privat,finalizat
2511,6475,2151,2213,1,3,2213,privat,finalizat
2512,6477,334,1918,3,2,334,privat,finalizat
2513,6478,1371,2040,2,4,2040,privat,finalizat
2514,6479,1387,1063,1,5,1063,privat,finalizat
2515,6482,2095,,,,,deschis,expirat
2516,6484,2024,1870,,,,privat,fara_rezultat
2517,6489,1502,869,4,1,1502,privat,finalizat
2518,6491,869,1462,4,1,869,privat,finalizat
2519,6492,999,1402,2,5,1402,privat,finalizat
2520,6493,2208,1927,3,1,2208,privat,finalizat
